"PRODUCT","ATTR_ID","ATTR_NAME","DESCRIPTION","MATCH_RATE","LOE","CAT","SUBCAT","SUBCAT2","DATA_TYPE","LEN","ENCODE_VAL","VALID_VAL","VALID_VAL_CNT","VAL_BINARY_IND","ATTR_LABEL"
"infoBase","7602_01","Number of Children - 100%","Indicates the known number of children in the household.  Includes modeled/inferred data added to the value of '0 Number of Children' and includes the mode of the ZIP9 and ZIP to extend the coverage to 100%.
This element includes 2 fields, 7602_01 which indicates the number of children, and 7602_02 which is the precision indicating the level of data that was appended.
This 7602 Number of Children includes a calculated mode of Number of Children from the ZIP9 and ZIP which brings the coverage up to 100%.  The basis of this element is 9602 Number of Children PLUS.  Calculating the mode of the ZIP9 and ZIP can add data to all Number of Children values.
NOTE: For the HOUSEHOLD LEVEL children's data: The children's names are not provided by the sources.  The logic gathers the children's ages from across all the sources into a table to net the data to only the children's ages that exist in a household.  Proprietary logic calculates the netting.  The resulting ages are then populated into the children's age elements, then counted to populate the number of children element and the presence of children element.  Sources that provide an actual Number of Children also contribute.
NOTE: Household level Children's age less than age 16 and gender data in the state of California will have reduced coverage due to the California Consumer Privacy Act (CCPA) regulations.",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"5 = 5 Children","5 ",9,0,"H_NUM_CHILD"
"infoBase","7602_01","Number of Children - 100%","Indicates the known number of children in the household.  Includes modeled/inferred data added to the value of '0 Number of Children' and includes the mode of the ZIP9 and ZIP to extend the coverage to 100%.
This element includes 2 fields, 7602_01 which indicates the number of children, and 7602_02 which is the precision indicating the level of data that was appended.
This 7602 Number of Children includes a calculated mode of Number of Children from the ZIP9 and ZIP which brings the coverage up to 100%.  The basis of this element is 9602 Number of Children PLUS.  Calculating the mode of the ZIP9 and ZIP can add data to all Number of Children values.
NOTE: For the HOUSEHOLD LEVEL children's data: The children's names are not provided by the sources.  The logic gathers the children's ages from across all the sources into a table to net the data to only the children's ages that exist in a household.  Proprietary logic calculates the netting.  The resulting ages are then populated into the children's age elements, then counted to populate the number of children element and the presence of children element.  Sources that provide an actual Number of Children also contribute.
NOTE: Household level Children's age less than age 16 and gender data in the state of California will have reduced coverage due to the California Consumer Privacy Act (CCPA) regulations.",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"6 = 6 Children","6 ",9,0,"H_NUM_CHILD"
"infoBase","7602_01","Number of Children - 100%","Indicates the known number of children in the household.  Includes modeled/inferred data added to the value of '0 Number of Children' and includes the mode of the ZIP9 and ZIP to extend the coverage to 100%.
This element includes 2 fields, 7602_01 which indicates the number of children, and 7602_02 which is the precision indicating the level of data that was appended.
This 7602 Number of Children includes a calculated mode of Number of Children from the ZIP9 and ZIP which brings the coverage up to 100%.  The basis of this element is 9602 Number of Children PLUS.  Calculating the mode of the ZIP9 and ZIP can add data to all Number of Children values.
NOTE: For the HOUSEHOLD LEVEL children's data: The children's names are not provided by the sources.  The logic gathers the children's ages from across all the sources into a table to net the data to only the children's ages that exist in a household.  Proprietary logic calculates the netting.  The resulting ages are then populated into the children's age elements, then counted to populate the number of children element and the presence of children element.  Sources that provide an actual Number of Children also contribute.
NOTE: Household level Children's age less than age 16 and gender data in the state of California will have reduced coverage due to the California Consumer Privacy Act (CCPA) regulations.",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"7 = 7 Children","7 ",9,0,"H_NUM_CHILD"
"infoBase","7602_01","Number of Children - 100%","Indicates the known number of children in the household.  Includes modeled/inferred data added to the value of '0 Number of Children' and includes the mode of the ZIP9 and ZIP to extend the coverage to 100%.
This element includes 2 fields, 7602_01 which indicates the number of children, and 7602_02 which is the precision indicating the level of data that was appended.
This 7602 Number of Children includes a calculated mode of Number of Children from the ZIP9 and ZIP which brings the coverage up to 100%.  The basis of this element is 9602 Number of Children PLUS.  Calculating the mode of the ZIP9 and ZIP can add data to all Number of Children values.
NOTE: For the HOUSEHOLD LEVEL children's data: The children's names are not provided by the sources.  The logic gathers the children's ages from across all the sources into a table to net the data to only the children's ages that exist in a household.  Proprietary logic calculates the netting.  The resulting ages are then populated into the children's age elements, then counted to populate the number of children element and the presence of children element.  Sources that provide an actual Number of Children also contribute.
NOTE: Household level Children's age less than age 16 and gender data in the state of California will have reduced coverage due to the California Consumer Privacy Act (CCPA) regulations.",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"8 = Greater than 7 Children","8 ",9,0,"H_NUM_CHILD"
"infoBase","7602_02","Number of Children - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"3 = Household","3 ",4,0,"H_CHILD_PREC"
"infoBase","7602_02","Number of Children - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"4 = Household Inferred","4 ",4,0,"H_CHILD_PREC"
"infoBase","7602_02","Number of Children - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"A = Zip+4","A ",4,0,"H_CHILD_PREC"
"infoBase","7602_02","Number of Children - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Children","Child - Number 3","String",1,"G = Zip","G ",4,0,"H_CHILD_PREC"
"infoBase","7606_01","Home Owner / Renter - 100%","Indicates whether a household is owner or renter occupied.  This element includes 1) 8606 Home Owner/Renter, 2) an inference rule that fills in missing data by inferring renter coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8606 Home Owner/Renter portion, it is fed by property data, self-reported data and address data which indicates the home is owned by the household or rented by the household, i.e., home purchase date, loan information, some indications in the address field that would indicate the property is a rental. 
2) For the inference rule inferred portion, since the home ownership coverage in 8606 Home Owner/Renter is above the census percentage of home owners in the U.S., the rule only infers renters. 
3) For the mode portion, the most frequently occurring value of O or R for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"O = Home Owner","O ",2,0,"H_OWN_RENT"
"infoBase","7606_01","Home Owner / Renter - 100%","Indicates whether a household is owner or renter occupied.  This element includes 1) 8606 Home Owner/Renter, 2) an inference rule that fills in missing data by inferring renter coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8606 Home Owner/Renter portion, it is fed by property data, self-reported data and address data which indicates the home is owned by the household or rented by the household, i.e., home purchase date, loan information, some indications in the address field that would indicate the property is a rental. 
2) For the inference rule inferred portion, since the home ownership coverage in 8606 Home Owner/Renter is above the census percentage of home owners in the U.S., the rule only infers renters. 
3) For the mode portion, the most frequently occurring value of O or R for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"R = Renter","R ",2,0,"H_OWN_RENT"
"infoBase","7606_02","Home Owner / Renter - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"3 = Household","3 ",4,0,"H_RENT_PREC"
"infoBase","7606_02","Home Owner / Renter - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"4 = Household Inferred","4 ",4,0,"H_RENT_PREC"
"infoBase","7606_02","Home Owner / Renter - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"A = Zip+4","A ",4,0,"H_RENT_PREC"
"infoBase","7606_02","Home Owner / Renter - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - Owner Renter 3","String",1,"G = Zip","G ",4,0,"H_RENT_PREC"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"00 = Less than 1 Year","00 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"01 = 1 Year","01 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"02 = 2 Years","02 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"03 = 3 Years","03 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"04 = 4 years","04 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"05 = 5 Years","05 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"06 = 6 Years","06 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"07 = 7 Years","07 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"08 = 8 Years","08 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"09 = 9 Years","09 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"10 = 10 Years","10 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"11 = 11 Years","11 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"12 = 12 Years","12 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"13 = 13 Years","13 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"14 = 14 Years","14 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_01","Home Length of Residence - 100%","Indicates the years a household has lived at their address.   This element includes 1) 8607 Home Length of Residence, 2) a model/inference that fills in missing data by inferring length of residence coverage up to the household level match rate of the file being appended, and 3) a mode calculation of the ZIP+4 and ZIP.  
1) For the 8607 Length of Residence portion, it is fed by Purchase Date of Home, Move Date, other information where a person has indicated their household's length of residence, or the source has inferred a length of residence from a first-seen date, the date a landline phone was connected, etc. 
2) For the modeled/inferred portion, a question on a syndicated survey file is used to target the inferred data.
3) For the mode portion, the most frequently occurring length of residence value of 00-15+ for the ZIP+4 or ZIP is used.  Our nationally represented consumer file is used to do the mode calculation.
This element includes an indicator of the level of data appended.",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",2,"15 = Greater than 14 Years","15 ",16,0,"H_HOME_LENGTH"
"infoBase","7607_02","Home Length of Residence - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",1,"3 = Household","3 ",4,0,"H_HOME_PREC"
"infoBase","7607_02","Home Length of Residence - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",1,"4 = Household Inferred","4 ",4,0,"H_HOME_PREC"
"infoBase","7607_02","Home Length of Residence - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",1,"A = Zip+4","A ",4,0,"H_HOME_PREC"
"infoBase","7607_02","Home Length of Residence - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","Prop - LOR 3","String",1,"G = Zip","G ",4,0,"H_HOME_PREC"
"infoBase","7609_01","Marital Status in the Household - 100%","Indicates whether anyone in the household is married.  This element includes 1) 9609 Marital Status in the Household, 2) business rule inferences that create Inferred Married and Inferred Single, 3) inferred/modeled data that fills in missing data by inferring marital status coverage up to the household level match rate of the file being appended, and 4) a mode calculation of the ZIP+4 and ZIP.
1) For the 8609 Marital Status portion, it is fed by consumer self-reported marital data.
2) Inferred Married and Inferred Single, values A and B, are inferred based on business rules.Inferred Married - When the marital status of Married or Single cannot be determined from a source and there are 2 names in the household with gender of Male and Female, within a certain age range of each other, then marital status is set to A ""Inferred Married"".  Inferred Single - When the marital status of Married or Single cannot be determined from a source and there is only one name in the household, then the marital status is set to B ""Inferred Single"".
3) Inferred/Modeled data is used to fill in married and single values up to the household match rate.
4) Mode calculations of married and single at the ZIP+4 and ZIP levels are used to fill in married and single values to increase coverage up to 100%.",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"M = Married","M ",4,0,"H_MARRITAL_STAT"
"infoBase","7609_01","Marital Status in the Household - 100%","Indicates whether anyone in the household is married.  This element includes 1) 9609 Marital Status in the Household, 2) business rule inferences that create Inferred Married and Inferred Single, 3) inferred/modeled data that fills in missing data by inferring marital status coverage up to the household level match rate of the file being appended, and 4) a mode calculation of the ZIP+4 and ZIP.
1) For the 8609 Marital Status portion, it is fed by consumer self-reported marital data.
2) Inferred Married and Inferred Single, values A and B, are inferred based on business rules.Inferred Married - When the marital status of Married or Single cannot be determined from a source and there are 2 names in the household with gender of Male and Female, within a certain age range of each other, then marital status is set to A ""Inferred Married"".  Inferred Single - When the marital status of Married or Single cannot be determined from a source and there is only one name in the household, then the marital status is set to B ""Inferred Single"".
3) Inferred/Modeled data is used to fill in married and single values up to the household match rate.
4) Mode calculations of married and single at the ZIP+4 and ZIP levels are used to fill in married and single values to increase coverage up to 100%.",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"S = Single","S ",4,0,"H_MARRITAL_STAT"
"infoBase","7609_01","Marital Status in the Household - 100%","Indicates whether anyone in the household is married.  This element includes 1) 9609 Marital Status in the Household, 2) business rule inferences that create Inferred Married and Inferred Single, 3) inferred/modeled data that fills in missing data by inferring marital status coverage up to the household level match rate of the file being appended, and 4) a mode calculation of the ZIP+4 and ZIP.
1) For the 8609 Marital Status portion, it is fed by consumer self-reported marital data.
2) Inferred Married and Inferred Single, values A and B, are inferred based on business rules.Inferred Married - When the marital status of Married or Single cannot be determined from a source and there are 2 names in the household with gender of Male and Female, within a certain age range of each other, then marital status is set to A ""Inferred Married"".  Inferred Single - When the marital status of Married or Single cannot be determined from a source and there is only one name in the household, then the marital status is set to B ""Inferred Single"".
3) Inferred/Modeled data is used to fill in married and single values up to the household match rate.
4) Mode calculations of married and single at the ZIP+4 and ZIP levels are used to fill in married and single values to increase coverage up to 100%.",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"A = Inferred Married","A ",4,0,"H_MARRITAL_STAT"
"infoBase","7609_01","Marital Status in the Household - 100%","Indicates whether anyone in the household is married.  This element includes 1) 9609 Marital Status in the Household, 2) business rule inferences that create Inferred Married and Inferred Single, 3) inferred/modeled data that fills in missing data by inferring marital status coverage up to the household level match rate of the file being appended, and 4) a mode calculation of the ZIP+4 and ZIP.
1) For the 8609 Marital Status portion, it is fed by consumer self-reported marital data.
2) Inferred Married and Inferred Single, values A and B, are inferred based on business rules.Inferred Married - When the marital status of Married or Single cannot be determined from a source and there are 2 names in the household with gender of Male and Female, within a certain age range of each other, then marital status is set to A ""Inferred Married"".  Inferred Single - When the marital status of Married or Single cannot be determined from a source and there is only one name in the household, then the marital status is set to B ""Inferred Single"".
3) Inferred/Modeled data is used to fill in married and single values up to the household match rate.
4) Mode calculations of married and single at the ZIP+4 and ZIP levels are used to fill in married and single values to increase coverage up to 100%.",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"B = Inferred Single","B ",4,0,"H_MARRITAL_STAT"
"infoBase","7609_02","Marital Status in the Household - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"3 = Household","3 ",4,0,"H_MARRITAL_PREC"
"infoBase","7609_02","Marital Status in the Household - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"4 = Household Inferred","4 ",4,0,"H_MARRITAL_PREC"
"infoBase","7609_02","Marital Status in the Household - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"A = Zip+4","A ",4,0,"H_MARRITAL_PREC"
"infoBase","7609_02","Marital Status in the Household - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Demographics","Household","People in the HH - Marital","String",1,"G = Zip","G ",4,0,"H_MARRITAL_PREC"
