"ATTR_ID","ATTR_NAME","DESCRIPTION","MATCH_RATE","LOE","CAT","SUBCAT","SUBCAT2","DATA_TYPE","LEN","ENCODE_VAL","VALID_VAL","VALID_VAL_CNT","VAL_BINARY_IND"
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"00 = Match No Record Content","00 ",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"01 = Smallest Marketing Footprint","01 ",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"02","02",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"03","03",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"04","04",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"05","05",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"06","06",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"07","07",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"08","08",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"09","09",11,0
"4100","Consumer Prominence Indicator - Person","The CPI score is a representation of the amount of individual data available per consumer.  The score illuminates depth of data available for a person, and provides an easy-to-use relative measure of how active a person is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the person-level data, and then that count is  transformed into values of 01-10.  ",99.42,"Person","Demographics","CPI","CPI","String",2,"10 = Largest Marketing Footprint","10 ",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"00 = Match No Record Content","00 ",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"01 = Smallest Marketing Footprint","01 ",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"02","02",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"03","03",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"04","04",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"05","05",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"06","06",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"07","07",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"08","08",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"09","09",11,0
"4101","Consumer Prominence Indicator - Household","The CPI score is a representation of the amount of individual data available per household.  The score illuminates depth of data available for a household, and provides an easy-to-use relative measure of how active a household is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the household-level data, and then that count is transformed into values of 01-10.  ",98.97,"Household","Demographics","CPI","CPI","String",2,"10 = Largest Marketing Footprint","10 ",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"00 = Match No Record Content","00 ",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"01 = Smallest Marketing Footprint","01 ",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"02","02",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"03","03",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"04","04",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"05","05",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"06","06",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"07","07",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"08","08",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"09","09",11,0
"4102","Consumer Prominence Indicator - Residency","The CPI score is a representation of the amount of individual data available per residency.  The score illuminates depth of data available for a residency, and provides an easy-to-use relative measure of how active a residency is in the marketplace.
The CPI rules are proprietary, but in general a set of business rules is used to calculate this element.   A count is generated from the number of sources updated in the last 24 months for some of the residency-level data, and then that count is transformed into values of 01-10.  ",98.24,"Household","Demographics","CPI","CPI","String",2,"10 = Largest Marketing Footprint","10 ",11,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"001-001","001-001",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"002-002","002-002",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"003-003","003-003",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"004-004","004-004",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"005-005","005-005",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"006-006","006-006",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"007-007","007-007",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"008-008","008-008",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"009-009","009-009",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"010-010","010-010",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"011-020","011-020",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"021-030","021-030",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"031-040","031-040",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"041-050","041-050",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"051-100","051-100",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"101-150","101-150",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"151-200","151-200",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"201-250","201-250",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"251-300","251-300",20,0
"6101","Number of Unique Retailers","The number of unique sources used in populating this record.",78.19,"Household","Spending","Buying Activity","z BA - General","String",3,"301-999","301-999",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"001-001","001-001",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"002-002","002-002",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"003-003","003-003",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"004-004","004-004",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"005-005","005-005",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"006-006","006-006",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"007-007","007-007",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"008-008","008-008",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"009-009","009-009",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"010-010","010-010",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"011-020","011-020",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"021-030","021-030",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"031-040","031-040",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"041-050","041-050",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"051-100","051-100",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"101-150","101-150",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"151-200","151-200",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"201-250","201-250",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"251-300","251-300",20,0
"6102","RFM - Number of Orders - Upscale Catalogs","Indicates the Number of Orders purchased from Upscale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Upscale = Designer Brands, Exclusive, Luxury, etc. Examples are Lafayette 148 and AlexandAlexa",2.37,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"301-999","301-999",20,0
"6103","RFM - Number of Orders - Low Scale Catalogs","Indicates the Number of Orders purchased from Low Scale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Low Scale = Value Priced, Lowest Marketing Effort, etc. Examples are Carol Wright and Blair.",2.84,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"001-001","001-001",20,0
"6103","RFM - Number of Orders - Low Scale Catalogs","Indicates the Number of Orders purchased from Low Scale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Low Scale = Value Priced, Lowest Marketing Effort, etc. Examples are Carol Wright and Blair.",2.84,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"002-002","002-002",20,0
"6103","RFM - Number of Orders - Low Scale Catalogs","Indicates the Number of Orders purchased from Low Scale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Low Scale = Value Priced, Lowest Marketing Effort, etc. Examples are Carol Wright and Blair.",2.84,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"003-003","003-003",20,0
"6103","RFM - Number of Orders - Low Scale Catalogs","Indicates the Number of Orders purchased from Low Scale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Low Scale = Value Priced, Lowest Marketing Effort, etc. Examples are Carol Wright and Blair.",2.84,"Household","Spending","Buying Activity","z BA - Catalog","String",3,"004-004","004-004",20,0
